locus_tag	abundance	source_gene_id
M744_RS03100	225.0276	Synpcc7942_2590
M744_RS03105	489.8084	Synpcc7942_2589
M744_RS03110	317.5549	Synpcc7942_2588
M744_RS03115	58.1169	Synpcc7942_2587
M744_RS03120	48.7861	Synpcc7942_2586
M744_RS03125	36.4276	Synpcc7942_2585
M744_RS03130	154.3155	Synpcc7942_2584
M744_RS03135	1272.0744	Synpcc7942_2583
M744_RS03140	141.4635	Synpcc7942_2582
M744_RS03145	116.2178	Synpcc7942_2581
M744_RS03155	1409.0189	Synpcc7942_2580
M744_RS03160	248.1810	Synpcc7942_2579
M744_RS03165	149.8627	Synpcc7942_2578
M744_RS03170	170.7061	Synpcc7942_2577
M744_RS03175	295.2642	Synpcc7942_2576
M744_RS03205	30.0558	Synpcc7942_2575
M744_RS03215	68.2448	Synpcc7942_2573
M744_RS03220	408.6107	Synpcc7942_2572
M744_RS03225	780.7414	Synpcc7942_2571
M744_RS03230	288.2037	Synpcc7942_2570
M744_RS03235	256.3699	Synpcc7942_2569
M744_RS03240	106.5859	Synpcc7942_2568
M744_RS03245	59.2813	Synpcc7942_2567
M744_RS03255	559.7656	Synpcc7942_2565
M744_RS03260	464.7691	Synpcc7942_2564
M744_RS03265	375.5166	Synpcc7942_2563
M744_RS03270	169.4517	Synpcc7942_2562
M744_RS03275	3262.8670	Synpcc7942_2561
M744_RS03280	60.2454	Synpcc7942_2560
M744_RS03285	2518.9652	Synpcc7942_2559
M744_RS03290	60.3763	Synpcc7942_2558
M744_RS03295	69.3697	Synpcc7942_2557
M744_RS03300	51.6050	Synpcc7942_2556
M744_RS03305	125.4719	Synpcc7942_2555
M744_RS03310	389.4033	Synpcc7942_2554
M744_RS03315	60.2135	Synpcc7942_2553
M744_RS03320	111.0666	Synpcc7942_2552
M744_RS03325	88.5066	Synpcc7942_2551
M744_RS03335	52.7235	Synpcc7942_2550
M744_RS03340	13.2893	Synpcc7942_2549
M744_RS03345	609.5931	Synpcc7942_2548
M744_RS03350	697.1972	Synpcc7942_2547
M744_RS03355	78.0111	Synpcc7942_2546
M744_RS03360	427.3899	Synpcc7942_2545
M744_RS03365	23.0265	Synpcc7942_2544
M744_RS03370	181.1253	Synpcc7942_2543
M744_RS03375	66.5725	Synpcc7942_2542
M744_RS03390	1800.4586	Synpcc7942_2541
M744_RS03395	189.8812	Synpcc7942_2540
M744_RS03400	106.3329	Synpcc7942_2539
M744_RS03405	761.5580	Synpcc7942_2538
M744_RS03410	797.3821	Synpcc7942_2537
M744_RS03415	293.5330	Synpcc7942_2536
M744_RS03420	947.4451	Synpcc7942_2535
M744_RS03425	691.4952	Synpcc7942_2534
M744_RS03430	78.2267	Synpcc7942_2533
M744_RS03435	342.4035	Synpcc7942_2532
M744_RS03440	2151.4756	Synpcc7942_2531
M744_RS03445	1548.3705	Synpcc7942_2530
M744_RS03450	427.6916	Synpcc7942_2529
M744_RS03455	48.3236	Synpcc7942_2528
M744_RS03460	91.6548	Synpcc7942_2527
M744_RS03465	2511.4526	Synpcc7942_2526
M744_RS03470	1005.7666	Synpcc7942_2525
M744_RS03475	1259.4428	Synpcc7942_2524
M744_RS03485	113.8402	Synpcc7942_2522
M744_RS03490	512.6833	Synpcc7942_2521
M744_RS03495	75.5053	Synpcc7942_2520
M744_RS03500	628.7430	Synpcc7942_2519
M744_RS03505	642.8520	Synpcc7942_2518
M744_RS03510	372.1255	Synpcc7942_2517
M744_RS03515	87.7747	Synpcc7942_2516
M744_RS03525	210.5465	Synpcc7942_2515
M744_RS03530	181.0915	Synpcc7942_2514
M744_RS03535	635.6879	Synpcc7942_2513
M744_RS03545	817.9267	Synpcc7942_2512
M744_RS03550	101.8469	Synpcc7942_2511
M744_RS03555	391.8492	Synpcc7942_2510
M744_RS03560	252.4177	Synpcc7942_2509
M744_RS03565	204.9298	Synpcc7942_2508
M744_RS03575	1515.7874	Synpcc7942_2506
M744_RS03580	20.5079	Synpcc7942_2505
M744_RS03585	116.0175	Synpcc7942_2504
M744_RS03590	6708.5034	Synpcc7942_2503
M744_RS03595	329.0802	Synpcc7942_2502
M744_RS03600	2394.7882	Synpcc7942_2501
M744_RS03605	630.1759	Synpcc7942_2500
M744_RS03610	1283.0869	Synpcc7942_2499
M744_RS03615	1461.1832	Synpcc7942_2498
M744_RS03620	1305.6415	Synpcc7942_2497
M744_RS03625	1243.2944	Synpcc7942_2496
M744_RS03630	163.6163	Synpcc7942_2495
M744_RS03635	200.1215	Synpcc7942_2494
M744_RS03640	99.8316	Synpcc7942_2493
M744_RS03650	1251.5227	Synpcc7942_2491
M744_RS03655	40.2817	Synpcc7942_2490
M744_RS03665	431.0235	Synpcc7942_2488
M744_RS03670	415.1935	Synpcc7942_2487
M744_RS03675	554.6027	Synpcc7942_2484
M744_RS03680	13048.1283	Synpcc7942_2483
M744_RS03690	651.3568	Synpcc7942_2480
M744_RS03700	502.2706	Synpcc7942_2478
M744_RS03705	873.8226	Synpcc7942_2477
M744_RS03710	553.3404	Synpcc7942_2476
M744_RS03715	442.8065	Synpcc7942_2475
M744_RS03725	1006.9284	Synpcc7942_2472
M744_RS03730	327.6691	Synpcc7942_2471
M744_RS03735	364.0987	Synpcc7942_2470
M744_RS03740	631.3642	Synpcc7942_2469
M744_RS03745	13305.2399	Synpcc7942_2468
M744_RS03750	125.6004	Synpcc7942_2467
M744_RS03755	289.0047	Synpcc7942_2466
M744_RS03765	833.6618	Synpcc7942_2465
M744_RS03770	192.3556	Synpcc7942_2464
M744_RS03775	2181.8115	Synpcc7942_2463
M744_RS03780	54.4646	Synpcc7942_2462
M744_RS03785	123.3431	Synpcc7942_2461
M744_RS03790	895.1475	Synpcc7942_2460
M744_RS03795	377.3902	Synpcc7942_2459
M744_RS03805	233.6898	Synpcc7942_2458
M744_RS03810	190.3518	Synpcc7942_2457
M744_RS03815	369.3433	Synpcc7942_2456
M744_RS03835	1364.0816	Synpcc7942_2453
M744_RS03850	1872.3640	Synpcc7942_2451
M744_RS03855	4741.1096	Synpcc7942_2450
M744_RS03860	2325.9160	Synpcc7942_2449
M744_RS03865	1191.2053	Synpcc7942_2448
M744_RS03870	293.1204	Synpcc7942_2447
M744_RS03875	2279.9114	Synpcc7942_2446
M744_RS03880	6508.5656	Synpcc7942_2445
M744_RS03885	2353.1070	Synpcc7942_2444
M744_RS03890	989.0167	Synpcc7942_2443
M744_RS03895	1096.2810	Synpcc7942_2442
M744_RS03900	1259.9699	Synpcc7942_2441
M744_RS03905	4167.5845	Synpcc7942_2440
M744_RS03910	1576.5703	Synpcc7942_2439
M744_RS03920	938.5414	Synpcc7942_2438
M744_RS03925	2181.0133	Synpcc7942_2437
M744_RS03930	116.2922	Synpcc7942_2436
M744_RS03935	88.0426	Synpcc7942_2435
M744_RS03940	838.5661	Synpcc7942_2434
M744_RS03945	163.8397	Synpcc7942_2433
M744_RS03950	172.7918	Synpcc7942_2432
M744_RS03955	708.2029	Synpcc7942_2431
M744_RS03960	66.5953	Synpcc7942_2430
M744_RS03965	261.3907	Synpcc7942_2429
M744_RS03970	98.0083	Synpcc7942_2428
M744_RS03975	454.5842	Synpcc7942_2427
M744_RS03980	736.0828	Synpcc7942_2426
M744_RS03985	202.8192	Synpcc7942_2425
M744_RS03990	836.6944	Synpcc7942_2424
M744_RS03995	710.3947	Synpcc7942_2423
M744_RS04000	670.4698	Synpcc7942_2422
M744_RS04005	75.4837	Synpcc7942_2421
M744_RS04010	442.0615	Synpcc7942_2420
M744_RS04015	189.1286	Synpcc7942_2419
M744_RS04020	63.2696	Synpcc7942_2418
M744_RS04025	210.5852	Synpcc7942_2417
M744_RS04030	19.1248	Synpcc7942_2416
M744_RS04035	583.6248	Synpcc7942_2415
M744_RS04040	130.6356	Synpcc7942_2414
M744_RS04045	237.5105	Synpcc7942_2412
M744_RS04050	78.6305	Synpcc7942_2411
M744_RS04055	539.1883	Synpcc7942_2410
M744_RS04060	1164.6889	Synpcc7942_2409
M744_RS04065	114.9250	Synpcc7942_2408
M744_RS04070	108.3664	Synpcc7942_2407
M744_RS04075	294.3794	Synpcc7942_2406
M744_RS04080	10.9985	Synpcc7942_2405
M744_RS04095	628.1635	Synpcc7942_2403
M744_RS04100	179.2519	Synpcc7942_2402
M744_RS04105	3349.2695	Synpcc7942_2401
M744_RS04110	185.2670	Synpcc7942_2400
M744_RS04115	1327.7110	Synpcc7942_2399
M744_RS04120	25.9436	Synpcc7942_2398
M744_RS04125	1014.7566	Synpcc7942_2397
M744_RS04130	485.5821	Synpcc7942_2396
M744_RS04135	180.8661	Synpcc7942_2395
M744_RS04140	247.8084	Synpcc7942_2394
M744_RS04145	407.2885	Synpcc7942_2393
M744_RS04150	470.1404	Synpcc7942_2392
M744_RS04155	45.0810	Synpcc7942_2391
M744_RS04160	216.0874	Synpcc7942_2390
M744_RS04165	164.0611	Synpcc7942_2389
M744_RS04170	492.1425	Synpcc7942_2388
M744_RS04175	410.4610	Synpcc7942_2387
M744_RS04180	40.1414	Synpcc7942_2386
M744_RS04185	63.9730	Synpcc7942_2385
M744_RS04190	440.0606	Synpcc7942_2384
M744_RS04195	502.6169	Synpcc7942_2383
M744_RS04200	54.1061	Synpcc7942_2382
M744_RS04205	137.7465	Synpcc7942_2381
M744_RS04210	702.0920	Synpcc7942_2380
M744_RS04215	50.8814	Synpcc7942_2379
M744_RS04220	1132.7470	Synpcc7942_2378
M744_RS04225	83.0015	Synpcc7942_2377
M744_RS04230	192.5721	Synpcc7942_2376
M744_RS04235	385.0154	Synpcc7942_2375
M744_RS04240	653.1400	Synpcc7942_2374
M744_RS04245	75.4836	Synpcc7942_2373
M744_RS04250	129.8399	Synpcc7942_2372
M744_RS04255	115.0203	Synpcc7942_2371
M744_RS04260	98.3493	Synpcc7942_2370
M744_RS04265	2971.4458	Synpcc7942_2369
M744_RS04270	1012.5603	Synpcc7942_2368
M744_RS04280	485.1208	Synpcc7942_2367
M744_RS04285	2577.4430	Synpcc7942_2366
M744_RS04290	741.7829	Synpcc7942_2365
M744_RS04295	179.0590	Synpcc7942_2364
M744_RS04300	178.0471	Synpcc7942_2363
M744_RS04305	208.0882	Synpcc7942_2362
M744_RS04310	185.6765	Synpcc7942_2361
M744_RS04315	453.7810	Synpcc7942_2360
M744_RS04320	1669.3887	Synpcc7942_2359
M744_RS04325	622.8556	Synpcc7942_2358
M744_RS04330	192.7628	Synpcc7942_2357
M744_RS04335	1227.3584	Synpcc7942_2356
M744_RS04340	666.9150	Synpcc7942_2355
M744_RS04345	1823.1494	Synpcc7942_2354
M744_RS04350	1099.3985	Synpcc7942_2353
M744_RS04355	9699.9366	Synpcc7942_2352
M744_RS04360	138.0154	Synpcc7942_2351
M744_RS04365	230.1135	Synpcc7942_2350
M744_RS04370	3249.2700	Synpcc7942_2349
M744_RS04375	234.4719	Synpcc7942_2348
M744_RS04380	1167.0013	Synpcc7942_2347
M744_RS04385	243.4311	Synpcc7942_2346
M744_RS04390	2147.1550	Synpcc7942_2345
M744_RS04395	837.5210	Synpcc7942_2344
M744_RS04400	710.5063	Synpcc7942_2343
M744_RS04405	21763.0762	Synpcc7942_2342
M744_RS04410	103.4483	Synpcc7942_2341
M744_RS04415	524.9251	Synpcc7942_2340
M744_RS04420	273.4464	Synpcc7942_2339
M744_RS04425	207.6944	Synpcc7942_2338
M744_RS04430	304.4272	Synpcc7942_2337
M744_RS04435	394.3422	Synpcc7942_2335
M744_RS04440	469.9345	Synpcc7942_2334
M744_RS04445	577.2315	Synpcc7942_2333
M744_RS04450	10055.9485	Synpcc7942_2332
M744_RS04455	9318.1964	Synpcc7942_2331
M744_RS04460	390.0123	Synpcc7942_2330
M744_RS04465	114.8716	Synpcc7942_2329
M744_RS04470	87.1898	Synpcc7942_2328
M744_RS04475	62.9540	Synpcc7942_2327
M744_RS04480	237.7437	Synpcc7942_2326
M744_RS04485	250.1203	Synpcc7942_2325
M744_RS04490	457.2717	Synpcc7942_2324
M744_RS04495	128.2289	Synpcc7942_2323
M744_RS04500	506.1917	Synpcc7942_2322
M744_RS04505	1010.9887	Synpcc7942_2321
M744_RS04510	38.2169	Synpcc7942_2320
M744_RS04520	60.5539	Synpcc7942_2318
M744_RS04525	1060.5010	Synpcc7942_2317
M744_RS04530	3562.4253	Synpcc7942_2316
M744_RS04535	14875.8739	Synpcc7942_2315
M744_RS04540	5320.5518	Synpcc7942_2314
M744_RS04545	25264.6665	Synpcc7942_2313
M744_RS04550	112.0905	Synpcc7942_2312
M744_RS04555	284.9898	Synpcc7942_2311
M744_RS04565	158.4355	Synpcc7942_2310
M744_RS04570	3878.6057	Synpcc7942_2309
M744_RS04575	401.7283	Synpcc7942_2308
M744_RS04580	882.8364	Synpcc7942_2307
M744_RS04585	666.7194	Synpcc7942_2306
M744_RS04590	300.2480	Synpcc7942_2305
M744_RS04600	97.6203	Synpcc7942_2303
M744_RS04605	62.5455	Synpcc7942_2302
M744_RS04610	1067.4534	Synpcc7942_2301
M744_RS04615	934.3493	Synpcc7942_2300
M744_RS04620	442.5722	Synpcc7942_2299
M744_RS04625	21.1819	Synpcc7942_2298
M744_RS04630	3732.4133	Synpcc7942_2297
M744_RS04635	183.4818	Synpcc7942_2296
M744_RS04640	74.4065	Synpcc7942_2295
M744_RS04645	192.6809	Synpcc7942_2294
M744_RS04650	54.2352	Synpcc7942_2293
M744_RS04655	541.3790	Synpcc7942_2292
M744_RS04660	221.8217	Synpcc7942_2291
M744_RS04665	87.6778	Synpcc7942_2290
M744_RS04670	550.2436	Synpcc7942_2289
M744_RS04675	231.7210	Synpcc7942_2288
M744_RS04680	339.0999	Synpcc7942_2287
M744_RS04685	49.6003	Synpcc7942_2286
M744_RS04690	374.6648	Synpcc7942_2285
M744_RS04695	179.1267	Synpcc7942_2284
M744_RS04700	374.7613	Synpcc7942_2283
M744_RS04705	795.6027	Synpcc7942_2282
M744_RS04710	317.6022	Synpcc7942_2281
M744_RS04715	261.8523	Synpcc7942_2280
M744_RS04720	709.6664	Synpcc7942_2279
M744_RS04725	542.5197	Synpcc7942_2278
M744_RS04730	40.4648	Synpcc7942_2277
M744_RS04735	73.5017	Synpcc7942_2276
M744_RS04750	1063.6361	Synpcc7942_2274
M744_RS04755	113.8079	Synpcc7942_2273
M744_RS04760	31.4664	Synpcc7942_2272
M744_RS04765	196.5455	Synpcc7942_2271
M744_RS04770	195.6552	Synpcc7942_2270
M744_RS04775	107.6316	Synpcc7942_2269
M744_RS04780	72.9891	Synpcc7942_2268
M744_RS04785	142.3603	Synpcc7942_2267
M744_RS04790	105.2456	Synpcc7942_2266
M744_RS04795	470.0711	Synpcc7942_2265
M744_RS04800	626.6379	Synpcc7942_2264
M744_RS04805	218.0808	Synpcc7942_2263
M744_RS04810	572.3870	Synpcc7942_2262
M744_RS04815	115.1247	Synpcc7942_2261
M744_RS04820	115.9648	Synpcc7942_2260
M744_RS04830	373.5961	Synpcc7942_2258
M744_RS04835	63.0627	Synpcc7942_2256
M744_RS04840	9874.0447	Synpcc7942_2255
M744_RS04845	519.6694	Synpcc7942_2254
M744_RS04850	455.8779	Synpcc7942_2253
M744_RS04855	1722.5426	Synpcc7942_2252
M744_RS04870	56.0935	Synpcc7942_2250
M744_RS04880	2070.2678	Synpcc7942_2249
M744_RS04885	3612.6801	Synpcc7942_2248
M744_RS04895	332.3284	Synpcc7942_2247
M744_RS04900	163.7238	Synpcc7942_2246
M744_RS04905	4604.2562	Synpcc7942_2245
M744_RS04910	3393.9735	Synpcc7942_2244
M744_RS04920	482.6856	Synpcc7942_2243
M744_RS04930	363.9471	Synpcc7942_2240
M744_RS04935	108.9109	Synpcc7942_2239
M744_RS04940	85.0442	Synpcc7942_2238
M744_RS04945	22.9668	Synpcc7942_2237
M744_RS04950	212.1358	Synpcc7942_2236
M744_RS04955	114.7840	Synpcc7942_2235
M744_RS04960	318.1749	Synpcc7942_2234
M744_RS04970	1708.5413	Synpcc7942_2232
M744_RS04975	1327.3519	Synpcc7942_2231
M744_RS04980	778.4992	Synpcc7942_2230
M744_RS04985	2279.2500	Synpcc7942_2229
M744_RS04990	775.7566	Synpcc7942_2228
M744_RS04995	836.2947	Synpcc7942_2227
M744_RS05000	2119.6566	Synpcc7942_2226
M744_RS05005	1065.3074	Synpcc7942_2225
M744_RS05010	755.3955	Synpcc7942_2224
M744_RS05015	856.8007	Synpcc7942_2223
M744_RS05020	1073.1736	Synpcc7942_2222
M744_RS05025	982.8322	Synpcc7942_2221
M744_RS05030	2280.6673	Synpcc7942_2220
M744_RS05035	1012.6359	Synpcc7942_2219
M744_RS05040	1437.3627	Synpcc7942_2218
M744_RS05045	1058.7412	Synpcc7942_2217
M744_RS05050	2491.1999	Synpcc7942_2216
M744_RS05055	1832.0542	Synpcc7942_2215
M744_RS05060	1965.9980	Synpcc7942_2214
M744_RS05065	1004.6007	Synpcc7942_2213
M744_RS05070	2372.1591	Synpcc7942_2211
M744_RS05075	1771.1671	Synpcc7942_2210
M744_RS05080	4090.8527	Synpcc7942_2209
M744_RS05085	1132.8462	Synpcc7942_2208
M744_RS05090	3652.5999	Synpcc7942_2207
M744_RS05095	1434.5554	Synpcc7942_2206
M744_RS05100	1673.7792	Synpcc7942_2205
M744_RS05105	1950.2050	Synpcc7942_2204
M744_RS05110	333.9064	Synpcc7942_2203
M744_RS05115	264.4820	Synpcc7942_2202
M744_RS05120	465.0727	Synpcc7942_2201
M744_RS05130	230.3838	Synpcc7942_2200
M744_RS05135	929.4974	Synpcc7942_2199
M744_RS05140	141.0378	Synpcc7942_2198
M744_RS05145	171.7335	Synpcc7942_2197
M744_RS05150	127.5845	Synpcc7942_2196
M744_RS05155	91.6697	Synpcc7942_2195
M744_RS05160	21.0682	Synpcc7942_2194
M744_RS05165	168.2821	Synpcc7942_2193
M744_RS05170	390.0292	Synpcc7942_2192
M744_RS05175	87.2766	Synpcc7942_2191
M744_RS05180	744.3894	Synpcc7942_2190
M744_RS05185	670.1410	Synpcc7942_2188
M744_RS05190	297.2970	Synpcc7942_2187
M744_RS05195	88.1791	Synpcc7942_2186
M744_RS05200	71.6669	Synpcc7942_2185
M744_RS05205	389.2900	Synpcc7942_2184
M744_RS05210	168.3529	Synpcc7942_2183
M744_RS05215	38.2015	Synpcc7942_2182
M744_RS05220	280.2067	Synpcc7942_2181
M744_RS05225	1908.5888	Synpcc7942_2180
M744_RS05230	591.1778	Synpcc7942_2179
M744_RS05235	261.6349	Synpcc7942_2178
M744_RS05240	244.2245	Synpcc7942_2177
M744_RS05245	113.8304	Synpcc7942_2176
M744_RS05250	5961.2416	Synpcc7942_2175
M744_RS05255	464.9622	Synpcc7942_2174
M744_RS05260	435.6207	Synpcc7942_2173
M744_RS05265	143.1613	Synpcc7942_2172
M744_RS05270	2176.5031	Synpcc7942_2171
M744_RS05275	10.6771	Synpcc7942_2170
M744_RS05280	345.2209	Synpcc7942_2169
M744_RS05285	738.3567	Synpcc7942_2168
M744_RS05290	13.7614	Synpcc7942_2167
M744_RS05295	2.8245	Synpcc7942_2166
M744_RS05300	78.3992	Synpcc7942_2165
M744_RS05305	64.1831	Synpcc7942_2164
M744_RS05310	140.6510	Synpcc7942_2163
M744_RS05315	19.2968	Synpcc7942_2162
M744_RS05320	289.1346	Synpcc7942_2161
M744_RS05325	1499.9158	Synpcc7942_2160
M744_RS05330	239.3108	Synpcc7942_2159
M744_RS05335	11524.1065	Synpcc7942_2158
M744_RS05345	24599.0478	Synpcc7942_2156
M744_RS05350	132.2126	Synpcc7942_2155
M744_RS05355	123.4913	Synpcc7942_2154
M744_RS05360	61.5266	Synpcc7942_2153
M744_RS05365	1016.0573	Synpcc7942_2152
M744_RS05370	798.9429	Synpcc7942_2151
M744_RS05375	187.7477	Synpcc7942_2150
M744_RS05380	894.4209	Synpcc7942_2149
M744_RS05385	526.3324	Synpcc7942_2148
M744_RS05395	96.7903	Synpcc7942_2147
M744_RS05400	45.7993	Synpcc7942_2146
M744_RS05405	114.0184	Synpcc7942_2145
M744_RS05410	96.1684	Synpcc7942_2144
M744_RS05420	1631.1017	Synpcc7942_2143
M744_RS05425	120.5390	Synpcc7942_2142
M744_RS05430	145.3698	Synpcc7942_2141
M744_RS05435	71.5640	Synpcc7942_2140
M744_RS05440	136.4325	Synpcc7942_2139
M744_RS05445	640.0278	Synpcc7942_2138
M744_RS05455	10041.6721	Synpcc7942_2137
M744_RS05460	309.1320	Synpcc7942_2136
M744_RS05465	207.7391	Synpcc7942_2135
M744_RS05470	166.7659	Synpcc7942_2134
M744_RS05475	167.3217	Synpcc7942_2133
M744_RS05480	588.4431	Synpcc7942_2132
M744_RS05490	533.3597	Synpcc7942_2131
M744_RS05495	101.9870	Synpcc7942_2130
M744_RS05500	232.5783	Synpcc7942_2129
M744_RS05505	508.3899	Synpcc7942_2128
M744_RS05510	164.1121	Synpcc7942_2127
M744_RS05515	625.6636	Synpcc7942_2126
M744_RS05520	419.3243	Synpcc7942_2125
M744_RS05525	66.7961	Synpcc7942_2124
M744_RS05530	353.2928	Synpcc7942_2123
M744_RS05535	807.1386	Synpcc7942_2122
M744_RS05540	2888.0377	Synpcc7942_2121
M744_RS05545	2934.6045	Synpcc7942_2120
M744_RS05550	3249.7472	Synpcc7942_2119
M744_RS05555	977.1808	Synpcc7942_2118
M744_RS05560	864.1135	Synpcc7942_2117
M744_RS05565	138.6337	Synpcc7942_2116
M744_RS05570	134.2426	Synpcc7942_2115
M744_RS05580	678.9312	Synpcc7942_2114
M744_RS05585	2813.1592	Synpcc7942_2113
M744_RS05590	52.6464	Synpcc7942_2112
M744_RS05595	54.9188	Synpcc7942_2111
M744_RS05600	143.8243	Synpcc7942_2110
M744_RS05605	643.2903	Synpcc7942_2109
M744_RS05610	33.7557	Synpcc7942_2108
M744_RS05615	1822.8532	Synpcc7942_2107
M744_RS05620	407.4067	Synpcc7942_2106
M744_RS05625	488.3625	Synpcc7942_2105
M744_RS05630	828.3627	Synpcc7942_2104
M744_RS05640	43.6896	Synpcc7942_2102
M744_RS05645	188.4485	Synpcc7942_2101
M744_RS05650	204.1498	Synpcc7942_2100
M744_RS05655	75.9742	Synpcc7942_2099
M744_RS05660	35.3379	Synpcc7942_2098
M744_RS05665	36.0517	Synpcc7942_2097
M744_RS05670	1528.2714	Synpcc7942_2096
M744_RS05675	131.1839	Synpcc7942_2095
M744_RS05680	36.3400	Synpcc7942_2094
M744_RS05685	142.5569	Synpcc7942_2093
M744_RS05690	107.4192	Synpcc7942_2092
M744_RS05695	105.6553	Synpcc7942_2091
M744_RS05700	835.2316	Synpcc7942_2090
M744_RS05705	3386.6623	Synpcc7942_2089
M744_RS05710	40.4450	Synpcc7942_2088
M744_RS05715	97.5085	Synpcc7942_2087
M744_RS05720	339.6035	Synpcc7942_2086
M744_RS05725	261.8287	Synpcc7942_2085
M744_RS05730	1045.1891	Synpcc7942_2084
M744_RS05735	46.3724	Synpcc7942_2083
M744_RS05740	1484.6725	Synpcc7942_2082
M744_RS05750	1309.6873	Synpcc7942_2080
M744_RS05755	127.4690	Synpcc7942_2079
M744_RS05760	71.7997	Synpcc7942_2078
M744_RS05765	94.7305	Synpcc7942_2077
M744_RS05770	253.8201	Synpcc7942_2076
M744_RS05775	166.0411	Synpcc7942_2075
M744_RS05780	1519.5623	Synpcc7942_2074
M744_RS05790	2337.7859	Synpcc7942_2072
M744_RS05795	3837.0673	Synpcc7942_2071
M744_RS05800	4275.5933	Synpcc7942_2070
M744_RS05805	4889.9001	Synpcc7942_2069
M744_RS05810	845.8637	Synpcc7942_2068
M744_RS05815	167.0588	Synpcc7942_2067
M744_RS05820	207.0331	Synpcc7942_2066
M744_RS05825	709.6041	Synpcc7942_2064
M744_RS05830	151.2746	Synpcc7942_2063
M744_RS05835	225.2920	Synpcc7942_2062
M744_RS05840	484.3196	Synpcc7942_2061
M744_RS05845	182.1490	Synpcc7942_2060
M744_RS05850	8968.2781	Synpcc7942_2059
M744_RS05855	218.9072	Synpcc7942_2058
M744_RS05860	486.1837	Synpcc7942_2057
M744_RS05870	420.5796	Synpcc7942_2055
M744_RS05875	442.2579	Synpcc7942_2054
M744_RS05880	382.0032	Synpcc7942_2053
M744_RS05885	254.9656	Synpcc7942_2052
M744_RS05890	260.1263	Synpcc7942_2051
M744_RS05895	715.8977	Synpcc7942_2050
M744_RS05900	83382.0580	Synpcc7942_2049
M744_RS05905	123672.6261	Synpcc7942_2048
M744_RS05910	1261.0610	Synpcc7942_2047
M744_RS05915	197.5989	Synpcc7942_2046
M744_RS05920	731.6538	Synpcc7942_2045
M744_RS05925	661.2660	Synpcc7942_2044
M744_RS05930	810.9726	Synpcc7942_2043
M744_RS05935	91.7646	Synpcc7942_2042
M744_RS05940	252.1771	Synpcc7942_2041
M744_RS05945	60.4634	Synpcc7942_2040
M744_RS05950	159.8167	Synpcc7942_2039
M744_RS05955	1213.8169	Synpcc7942_2038
M744_RS05960	229.4450	Synpcc7942_2037
M744_RS05965	241.6409	Synpcc7942_2036
M744_RS05970	320.7461	Synpcc7942_2035
M744_RS05975	148.6103	Synpcc7942_2034
M744_RS05980	148.1649	Synpcc7942_2033
M744_RS05985	210.5516	Synpcc7942_2032
M744_RS05990	356.8720	Synpcc7942_2031
M744_RS05995	41375.9941	Synpcc7942_2030
M744_RS06000	550.7698	Synpcc7942_2029
M744_RS06005	290.9373	Synpcc7942_2028
M744_RS06010	98.6948	Synpcc7942_2027
M744_RS06015	1705.7615	Synpcc7942_2026
M744_RS06020	100.9358	Synpcc7942_2025
M744_RS06025	49.4014	Synpcc7942_2024
M744_RS06030	145.9147	Synpcc7942_2023
M744_RS06035	640.2100	Synpcc7942_2022
M744_RS06040	45.1295	Synpcc7942_2021
M744_RS06045	8957.2197	Synpcc7942_2020
M744_RS06050	536.3993	Synpcc7942_2019
M744_RS06055	121.6076	Synpcc7942_2018
M744_RS06065	606.8394	Synpcc7942_2017
M744_RS06070	1940.7357	Synpcc7942_2016
M744_RS06075	3463.4213	Synpcc7942_2015
M744_RS06080	260.2836	Synpcc7942_2014
M744_RS06085	31.3928	Synpcc7942_2013
M744_RS06090	307.2852	Synpcc7942_2012
M744_RS06095	270.1801	Synpcc7942_2011
M744_RS06100	9855.9254	Synpcc7942_2010
M744_RS06105	410.1492	Synpcc7942_2009
M744_RS06110	248.3499	Synpcc7942_2008
M744_RS06115	180.1859	Synpcc7942_2007
M744_RS06120	257.2104	Synpcc7942_2006
M744_RS06125	290.7101	Synpcc7942_2005
M744_RS06130	90.5622	Synpcc7942_2004
M744_RS06135	81.6681	Synpcc7942_2003
M744_RS06140	578.7040	Synpcc7942_2002
M744_RS06145	172.7856	Synpcc7942_2001
M744_RS06150	649.6621	Synpcc7942_2000
M744_RS06155	12467.7879	Synpcc7942_1999
M744_RS06160	36.9753	Synpcc7942_1998
M744_RS06165	52.1232	Synpcc7942_1997
M744_RS06170	388.8596	Synpcc7942_1996
M744_RS06175	265.9599	Synpcc7942_1995
M744_RS06180	102.4472	Synpcc7942_1994
M744_RS06185	25.0933	Synpcc7942_1993
M744_RS06190	106.5524	Synpcc7942_1992
M744_RS06195	471.0817	Synpcc7942_1991
M744_RS06200	219.1913	Synpcc7942_1990
M744_RS06205	293.8169	Synpcc7942_1989
M744_RS06210	447.5528	Synpcc7942_1988
M744_RS06215	2609.3430	Synpcc7942_1987
M744_RS06220	1702.8179	Synpcc7942_1986
M744_RS06225	249.5937	Synpcc7942_1985
M744_RS06230	1170.8410	Synpcc7942_1984
M744_RS06235	819.4530	Synpcc7942_1983
M744_RS06240	898.0435	Synpcc7942_1982
M744_RS06245	587.2691	Synpcc7942_1981
M744_RS06250	538.9184	Synpcc7942_1980
M744_RS06255	76.2428	Synpcc7942_1979
M744_RS06260	421.4050	Synpcc7942_1978
